Id,Projectnaamafkorting,Buurtcode,Buurtnaam,Wijkcode,Wijknaam,Gebiedcode,Gebiednaam,Stadsdeelcode,Stadsdeelnaam,Zelfbouw,Socialehuurcorporatie,Plaberumpublicatie,Startbouwgepland,Startbouwgerealiseerd,Socialehuurzelfstperm,Middeldurehuur,Socialekoop,Vrijesectorhuur,Vrijesectorkoop,Vrijesectornb,Onbekend,Jongeren,Studenten,Shonzelfstenoftijdelijk,Onzelfstandig,Tijdelijk,Totaal,Totaalzelfstperm,Peildatum,Geometrie
1005,Zuidas/Ravel_ontwikkelveld_2 - Ravel ontwikkelveld 2 fase 4 kavels I J: bouw indicatief,KP05,Vivaldi,KP,Zuidas,GK12,"Buitenveldert, Zuidas",K,Zuid,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2034-03-24,,0,196,0,0,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,196,196,2023-07-01,"SRID=28992;MULTIPOLYGON (((120614.4050654504 483195.8390556007, 120648.3282566915 483203.2404791443, 120676.0835949798 483235.3133144996, 120669.9157420268 483237.7804556807, 120663.7478890739 483238.0888483284, 120613.7882801551 483239.6308115666, 120614.4050654504 483195.8390556007)))"
1006,Zuidas/Verdi - IJsbaanpad noordzone kavel 4,KH06,IJsbaanpad e.o.,KH,Stadionbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2026-06-15,,47,0,0,0,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,47,47,2023-07-01,"SRID=28992;MULTIPOLYGON (((118641.4297085573 483877.1161058079, 118646.9058354048 483852.6079475305, 118705.4741948936 483865.5294373203, 118721.2892773365 483866.091995778, 118731.5071558092 483865.4494954697, 118760.1684624745 483861.3447568307, 118763.8859567909 483885.0175841626, 118745.7313307802 483899.9605768859, 118641.4297085573 483877.1161058079)))"
1009,Zuidas/Verdi - NO-kwadrant lokatie Tripolis transformatie gebouw 100 bouw woningen incl maaiveld,KH06,IJsbaanpad e.o.,KH,Stadionbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2024-04-02,,120,0,0,0,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,120,120,2023-07-01,"SRID=28992;MULTIPOLYGON (((118827.7781734309 483852.6153671136, 118879.7859515223 483843.5558932184, 118888.2113732712 483851.28305472, 118886.57855461 483907.5966232824, 118837.1724483765 483897.7214148287, 118834.9097649616 483895.8464232899, 118827.7781734309 483852.6153671136)))"
1011,Zuidas/Verdi-PompstationAmstelveenseweg:wijzigingerfpachtwoningbouwinclmaaiveldindicatief,KQ02,Zuiderhof,KQ,Buitenveldert-West,GK12,"Buitenveldert, Zuidas",K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2030-01-21,,119,119,0,0,60,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,298,298,2023-07-01,"SRID=28992;MULTIPOLYGON (((118839.2619844739 483307.9857108043, 118836.4814886502 483309.8976181422, 118832.8117269821 483311.3709652632, 118828.6567392212 483311.7351882578, 118825.2441205402 483311.0925673862, 118822.3105103093 483309.7788334651, 118818.8840373328 483307.2447633235, 118815.3728117824 483303.3761009212, 118813.4424757888 483300.3860049272, 118811.0893536003 483295.5074515173, 118809.2765758153 483289.9573332735, 118808.2813589262 483285.291370069, 118807.6348409147 483279.8439769893, 118807.5143075394 483273.6249819654, 118808.0828753109 483267.5010800213, 118809.141867603 483262.263729165, 118810.6726827693 483257.2343315301, 118812.6847454454 483252.7688759218, 118815.3791815864 483248.4096913186, 118817.2038974964 483246.2822364771, 118819.4980734424 483244.0400763921, 118821.9462674731 483242.3531292308, 118826.3641597938 483240.6517610387, 118830.1792438592 483240.4012931123, 118832.8405700961 483240.8268817315, 118835.4378124836 483241.8092805257, 118839.2740692844 483244.4516307997, 118842.8010575664 483242.0891906103, 118846.1393541627 483240.9520809956, 118848.3860461114 483240.6018367382, 118851.4546759372 483240.8019191286, 118855.1372161959 483241.9989233206, 118858.3551787877 483243.9782042737, 118860.0696479602 483245.4121455807, 118863.7825985287 483249.8357035578, 118866.6204064918 483254.8220044207, 118868.9713342482 483261.2694774143, 118870.3951823083 483267.7014776018, 118871.0437669842 483274.372810244, 118870.9598366021 483280.604428078, 118870.5709416015 483284.2791137641, 118869.8648923507 483288.3900638328, 118868.4643352299 483293.5297582228, 118866.3957827873 483298.6632118809, 118864.5655726226 483301.9033682799, 118862.616246526 483304.6993249367, 118859.7075696409 483307.7248360701, 118856.2427739417 483310.1980777743, 118851.8242015123 483311.7992837742, 118848.0150915846 483311.9272970714, 118845.0114848089 483311.2927963837, 118842.4066509127 483310.1991804125, 118839.2619844739 483307.9857108043)))"
1020,IJburg 2/Centrumeiland_Tranche 5_Blok 16 - Realiseren_SIHK,MK04,Centrumeiland,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2027-07-12,,0,0,0,0,110,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,110,110,2023-07-01,"SRID=28992;MULTIPOLYGON (((129779.7278325155 484806.8755434867, 129776.0236588636 484814.0155002456, 129786.8852997961 484819.5233549533, 129782.4998517186 484828.0131066706, 129761.0519497794 484817.552364479, 129769.0024233791 484801.3670084798, 129779.7278325155 484806.8755434867)))"
1025,IJburg 2/Centrumeiland_Tranche 4_Blok 2 - Realiseren_CPO (02-03),MK04,Centrumeiland,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2024-12-24,,0,0,0,0,20,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,20,20,2023-07-01,"SRID=28992;MULTIPOLYGON (((129556.6861244239 485091.1922859229, 129562.4278068818 485080.258606721, 129581.9673668377 485090.7283074677, 129568.8172726632 485117.0548640999, 129559.3226378752 485112.3193113766, 129558.092868071 485111.6580483046, 129566.1819481552 485096.1503602659, 129556.6861244239 485091.1922859229)))"
1031,IJburg2/Centrumeiland_Tranche2_Blok4-Realiseren_IND(4-11),MK04,Centrumeiland,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2023-09-01,,0,0,0,0,1,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,1,1,2023-07-01,"SRID=28992;MULTIPOLYGON (((129439.1706764793 484934.1346756878, 129444.0340535119 484924.6518694017, 129454.479647041 484930.0498812288, 129449.5549367709 484939.5329945125, 129439.1706764793 484934.1346756878)))"
1034,IJburg 2/Centrumeiland_Tranche 4_Blok 5 - Realiseren_MO (05-13),MK04,Centrumeiland,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2026-01-07,,0,0,0,0,23,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,23,23,2023-07-01,"SRID=28992;MULTIPOLYGON (((129532.3857249075 485013.6536246385, 129547.2930411668 484984.5473884183, 129571.6731292578 484996.8613800503, 129566.2708931829 485007.5818919557, 129554.8626463904 485001.7435389591, 129545.2826627078 485020.1518508932, 129532.3857249075 485013.6536246385)))"
1040,Overamstel/Amstelkwartier 2e fase_monument J Assistent Directeurswoning - verbouwing OA/AK_2 monument J,MQ05,Amstelkwartier-Noord,MQ,Omval/Overamstel,GM16,Watergraafsmeer,M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2026-02-26,,0,0,0,0,0,1,0,n.b.,n.b.,n.b.,n.b.,n.b.,1,1,2023-07-01,"SRID=28992;MULTIPOLYGON (((122707.5148399562 483530.0920950813, 122722.7679410017 483538.459850227, 122713.2091697737 483555.6463349714, 122698.559546055 483547.8421263697, 122707.5148399562 483530.0920950813)))"
1041,NDSM_Kavel  B7 - Bouw woningen en voorzieningen B7_1 (bouwtijd = 30 maanden 25 jr),NB03,NDSM terrein,NB,Noordelijke IJ-oevers-West,GN19,Oud-Noord,N,Noord,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2025-06-16,,93,0,0,0,0,93,0,n.b.,n.b.,n.b.,n.b.,n.b.,186,186,2023-07-01,"SRID=28992;MULTIPOLYGON (((121172.0896215291 490728.4065036637, 121119.6940708183 490769.056741098, 121067.5123015823 490702.1979644519, 121119.7705875972 490661.3367120739, 121172.0896215291 490728.4065036637)))"
1042,NDSM_Toekomstige kavels B4-5-8-11 - Realisering programma B8 (33 mnd),NB03,NDSM terrein,NB,Noordelijke IJ-oevers-West,GN19,Oud-Noord,N,Noord,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2027-10-01,,48,38,0,0,0,105,0,n.b.,n.b.,n.b.,n.b.,n.b.,191,191,2023-07-01,"SRID=28992;MULTIPOLYGON (((121260.9029046252 490658.9336504081, 121197.467451768 490708.5489849088, 121145.2233413612 490641.4672863696, 121161.8085353363 490628.5463873626, 121260.9029046252 490658.9336504081)))"
1048,IJburg 2/Strandeiland_Muidenbuurt_M19 - Realisatie periode,MK06,Muidenbuurt-Oost,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2032-05-31,,83,30,0,0,34,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,147,147,2023-07-01,"SRID=28992;MULTIPOLYGON (((130806.0638698355 485173.6059735929, 130856.8897243969 485201.6186208596, 130792.3838250455 485329.2232360491, 130740.6206980804 485302.9961205734, 130806.0638698355 485173.6059735929)), ((130736.5588692532 485311.0272626667, 130788.3287469609 485337.2543024029, 130764.1729517654 485384.8835854209, 130713.4228308703 485356.7602530695, 130736.5588692532 485311.0272626667)))"
1049,IJburg 2/Strandeiland_Muidenbuurt_M23 - Realisatie periode,MK06,Muidenbuurt-Oost,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2030-06-03,,78,71,0,0,54,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,203,203,2023-07-01,"SRID=28992;MULTIPOLYGON (((131022.3675886979 485203.7474873786, 131069.0691332025 485224.5499822588, 131014.200475301 485332.9672380741, 130968.6538368346 485309.9343119534, 131022.3675886979 485203.7474873786)), ((130987.8262130566 485329.757584411, 131010.1518708149 485340.9980950556, 130963.1202551715 485434.0231042916, 130940.7948530323 485422.7716785748, 130987.8262130566 485329.757584411)), ((130913.5259201114 485419.0215839655, 130959.0718182494 485442.0540048662, 130903.0137302322 485552.8260857809, 130874.5047263722 485547.5022883805, 130878.9119231134 485487.5082203996, 130913.5259201114 485419.0215839655)))"
1051,IJburg 2/Strandeiland_Muidenbuurt_M24 - Realisatie periode,MK06,Muidenbuurt-Oost,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2030-06-03,,83,16,0,0,52,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,151,151,2023-07-01,"SRID=28992;MULTIPOLYGON (((131002.4208607749 485376.3070915422, 131047.9048777412 485399.2293650561, 130964.4437707341 485564.4095591968, 130912.205368526 485554.5503178982, 131002.4208607749 485376.3070915422)), ((131062.9101094219 485303.1337902157, 131089.6820706659 485316.6896725062, 131051.9671197002 485391.1984720613, 131025.1818302791 485377.6428591594, 131062.9101094219 485303.1337902157)), ((131077.2554478858 485228.1820534551, 131121.9220245161 485248.1047875956, 131121.5333808209 485253.6699774453, 131093.7308245031 485308.6588813171, 131048.2524655602 485285.6248917483, 131077.2554478858 485228.1820534551)))"
1052,IJburg 2/Strandeiland_Muidenbuurt_M26 - Realisatie periode,MK06,Muidenbuurt-Oost,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2029-04-10,,0,0,0,0,39,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,39,39,2023-07-01,"SRID=28992;MULTIPOLYGON (((131095.004464844 485458.9844667994, 131106.1293700532 485464.5940077416, 131097.0670339012 485589.3673590271, 131035.0238711888 485577.6516982618, 131095.004464844 485458.9844667994)))"
1055,IJburg 2/Strandeiland_Pampusbuurt_P1 - Realisatie periode,MK02,Pampusbuurt-West,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2028-09-04,,0,81,0,0,22,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,103,103,2023-07-01,"SRID=28992;MULTIPOLYGON (((129682.6068599788 485915.4121721698, 129551.8926028401 485905.901266821, 129524.8738479492 485962.1302716589, 129680.8241244779 485973.4784141998, 129723.5155134029 485976.5849682732, 129727.707787767 485918.6937626002, 129682.6068599788 485915.4121721698)))"
1056,IJburg 2/Strandeiland_Pampusbuurt_P10 - Realisatie periode,MK02,Pampusbuurt-West,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2026-11-30,,0,0,0,0,21,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,21,21,2023-07-01,"SRID=28992;MULTIPOLYGON (((129766.890922719 485602.0400919784, 129924.4844602786 485619.8286713873, 129919.5247102734 485688.0602171266, 129761.4816200673 485676.51615732, 129766.890922719 485602.0400919784)))"
1059,IJburg 2/Strandeiland_Pampusbuurt_P13 - Realisatie periode,MK03,Pampusbuurt-Oost,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2030-06-26,,0,52,0,0,52,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,104,104,2023-07-01,"SRID=28992;MULTIPOLYGON (((130009.0104428536 485784.9351737209, 130191.02966071 485798.1465581916, 130186.6988536503 485858.0296910864, 130004.6880772983 485844.7071699679, 130009.0104428536 485784.9351737209)))"
1063,IJburg 2/Strandeiland_Muidenbuurt_M12 - Realisatie periode,MK05,Muidenbuurt-West,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2036-02-20,,0,35,0,0,12,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,47,47,2023-07-01,"SRID=28992;MULTIPOLYGON (((130514.1962152523 485059.3752245734, 130568.0541951627 485081.3616197201, 130522.2556688352 485171.9366698479, 130470.5439540107 485145.7119935844, 130514.1962152523 485059.3752245734)), ((130466.4278479406 485153.7324905943, 130518.1940593228 485179.9679800764, 130486.0935434944 485243.5601701085, 130435.3193367814 485215.3172882997, 130466.4278479406 485153.7324905943)))"
1064,IJburg 2/Strandeiland_Muidenbuurt_M10 - Realisatie periode,MK05,Muidenbuurt-West,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2037-02-23,,78,23,0,0,32,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,133,133,2023-07-01,"SRID=28992;MULTIPOLYGON (((130443.6046730964 485030.5741195984, 130497.4700981109 485052.5597105529, 130421.2251455039 485203.3706893731, 130378.3713580383 485159.6340782112, 130443.6046730964 485030.5741195984)))"
1068,IJburg 2/Strandeiland_Pampusbuurt_Z6 P20 - Realisatie periode,MK03,Pampusbuurt-Oost,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2031-05-19,,0,0,0,0,31,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,31,31,2023-07-01,"SRID=28992;MULTIPOLYGON (((130487.9623649854 485727.6027542062, 130492.1832855706 485669.7565457468, 130400.9259049511 485663.0976796527, 130396.7049843661 485720.9438881131, 130487.9623649854 485727.6027542062)))"
1069,IJburg 2/Buiteneiland - Realiseren woningen Buiteneiland 4de tranche,MK01,Buiteneiland,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2039-01-06,,0,0,0,0,0,0,100,n.b.,n.b.,n.b.,n.b.,n.b.,100,100,2023-07-01,"SRID=28992;MULTIPOLYGON (((129875.4115076422 486484.7416636955, 129882.7843449149 486245.6924455044, 129921.5287410051 486243.0587562155, 130121.3972485735 486300.5626392253, 130125.4239468921 486425.1608594328, 130127.0320538243 486567.2401454423, 129875.4115076422 486484.7416636955)))"
1070,IJburg2/Strandeiland_Pampusbuurt_Z2  (P1 PO)  Realisatie periode Z2 P1,MK02,Pampusbuurt-West,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2028-08-07,,0,0,0,0,12,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,12,12,2023-07-01,"SRID=28992;MULTIPOLYGON (((129723.5190095693 485976.5912172946, 129727.7399301544 485918.7450088311, 129551.8665604609 485905.9118855182, 129524.8986698712 485962.0982936893, 129723.5190095693 485976.5912172946)))"
1071,IJburg 2/Strandeiland_Pampusbuurt_P20 - Realisatie periode,MK03,Pampusbuurt-Oost,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2031-05-12,,82,0,0,0,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,82,82,2023-07-01,"SRID=28992;MULTIPOLYGON (((130315.6927057681 485715.0550483345, 130318.6280165361 485657.0826606668, 130262.7893716174 485653.0283440467, 130258.5769240618 485710.9080027114, 130315.6927057681 485715.0550483345)))"
1073,Overamstel/Weespertrekvaart_Oost - Gefaseerd ontwikkelen Weespertrekvaart Oost blok 4 en 5,MQ07,Weespertrekvaart,MQ,Omval/Overamstel,GM16,Watergraafsmeer,M,Oost,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2032-11-30,,45,45,0,0,0,23,0,n.b.,n.b.,n.b.,n.b.,n.b.,113,113,2023-07-01,"SRID=28992;MULTIPOLYGON (((123644.5056933935 483370.952884561, 123597.520771035 483345.5486223609, 123634.0333588541 483276.9987507254, 123684.1620751025 483302.6059672401, 123644.5056933935 483370.952884561)))"
1074,NDSM: Klaprozenweg Noord Projectbesluit - Bouwproces woningen en voorzieningen: Fase 2,NC03,Terrasdorp,NC,Tuindorp Oostzaan,GN18,Noord-West,N,Noord,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2029-09-26,,80,80,0,0,0,40,0,n.b.,n.b.,n.b.,n.b.,n.b.,200,200,2023-07-01,"SRID=28992;MULTIPOLYGON (((121512.9748594913 490797.9705096206, 121602.2678148305 490729.4797373594, 121660.1696196379 490796.9730453503, 121570.3832216823 490864.8875281768, 121512.9748594913 490797.9705096206)))"
1075,NDSM: Klaprozenweg Noord Projectbesluit - Bouwproces woningen en voorzieningen: Fase 3,NC03,Terrasdorp,NC,Tuindorp Oostzaan,GN18,Noord-West,N,Noord,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2030-09-26,,80,80,0,0,0,40,0,n.b.,n.b.,n.b.,n.b.,n.b.,200,200,2023-07-01,"SRID=28992;MULTIPOLYGON (((121602.2678148305 490729.4797373594, 121704.1028988792 490651.4591816994, 121758.0024317063 490722.9752037739, 121660.1696196379 490796.9730453503, 121602.2678148305 490729.4797373594)))"
1076,NDSM: Klaprozenweg Noord Projectbesluit - Bouwproces woningen en voorzieningen: Fase 4,NC03,Terrasdorp,NC,Tuindorp Oostzaan,GN18,Noord-West,N,Noord,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2031-09-26,,80,80,0,0,0,40,0,n.b.,n.b.,n.b.,n.b.,n.b.,200,200,2023-07-01,"SRID=28992;MULTIPOLYGON (((121704.1028988792 490651.4591816994, 121791.1810522231 490584.7782800146, 121842.5739599674 490659.0938159717, 121758.0024317063 490722.9752037739, 121704.1028988792 490651.4591816994)))"
1079,IJburg 2/Centrumeiland_Tranche 3_Blok 9 - Realiseren_Wooncoperatie (09-07),MK04,Centrumeiland,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2024-11-11,,19,18,0,0,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,37,37,2023-07-01,"SRID=28992;MULTIPOLYGON (((129711.5937194928 484977.4724747019, 129738.2280727817 484991.0108002148, 129708.3870030953 485043.1248942045, 129686.3091348267 485031.8999662687, 129690.4972239445 485023.5224013994, 129701.7752970913 485029.261593762, 129720.1858459108 484993.5509761717, 129706.7973309973 484986.8211526058, 129711.5937194928 484977.4724747019)))"
1084,Banne Noord - Realiseren Banne Noord 3e jaar 2e deel Parlevinker 2e fase Noorderbreedte,NE01,Banne-Noordwest,NE,Banne Buiksloot,GN18,Noord-West,N,Noord,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2027-01-04,,77,180,0,0,0,29,0,n.b.,n.b.,n.b.,n.b.,n.b.,286,286,2023-07-01,"SRID=28992;MULTIPOLYGON (((123300.9818813755 491616.0935325432, 123301.8753497615 491616.421593806, 123333.2337748871 491594.8564638538, 123349.931291846 491609.6592466427, 123355.4850036585 491617.3011372295, 123282.2721904127 491669.2890708565, 123281.578552301 491668.2921148632, 123300.9818813755 491616.0935325432)))"
1092,Zuidas/Kenniskwartier - Noordstrook kavel 2E:  bouw woningen indicatief,KP03,VU-kwartier,KP,Zuidas,GK12,"Buitenveldert, Zuidas",K,Zuid,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2026-03-23,,0,0,0,0,28,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,28,28,2023-07-01,"SRID=28992;MULTIPOLYGON (((119413.2269548536 483355.9024621686, 119413.1102606895 483340.6484833602, 119466.4085230218 483340.4985121904, 119466.6547985238 483354.8391625952, 119413.2269548536 483355.9024621686)))"
1095,Overhoeks_Fase 3.4_Blok Q - Realiseren Overhoeks_Fase 3.4_Blok Q,NB07,Overhoeks,NB,Noordelijke IJ-oevers-West,GN19,Oud-Noord,N,Noord,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2024-09-30,,100,0,0,0,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,100,100,2023-07-01,"SRID=28992;MULTIPOLYGON (((122290.6890516533 488856.6658666078, 122272.1878907194 488919.7553434871, 122240.4542137158 488910.2967474215, 122258.9012091738 488847.3076504475, 122290.6890516533 488856.6658666078)), ((122267.7862530569 488934.5943686428, 122258.4652069451 488966.2564465007, 122226.7468204287 488957.0092486333, 122236.0669428708 488925.2358475187, 122267.7862530569 488934.5943686428)))"
1100,Banne Noord - Realiseren Banne Noord 1e jaar (Rochdale senioren,NE02,Banne-Noordoost,NE,Banne Buiksloot,GN18,Noord-West,N,Noord,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2025-03-25,,103,0,0,0,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,103,103,2023-07-01,"SRID=28992;MULTIPOLYGON (((123370.6943647914 491982.3765262431, 123366.0149584978 491984.7431992167, 123360.0910060754 491984.0134649171, 123356.8776582213 491981.5861775223, 123355.0250040738 491979.1501567389, 123351.3699375033 491971.5072011733, 123350.0229079704 491963.0482930922, 123350.7216613369 491954.2535704391, 123352.9830516802 491947.2291165072, 123355.0760921435 491943.6550775669, 123357.9830419999 491940.7434278117, 123363.268644392 491938.4729990558, 123366.6726280947 491938.7960868289, 123370.4213362669 491940.8861390055, 123376.1227452625 491938.7354517515, 123380.4873829942 491939.2637969252, 123383.288252378 491941.0261324259, 123386.2337533332 491944.1227675691, 123388.5801582744 491948.2246655726, 123390.0972432408 491952.4431514922, 123391.303784213 491960.224230951, 123391.0723115297 491966.5680371944, 123389.283956173 491974.1569109674, 123387.1338829339 491978.3877872329, 123383.6239025391 491982.7497823422, 123379.826087478 491984.6657125158, 123374.3893957738 491984.5893214398, 123370.6943647914 491982.3765262431)))"
1101,Banne Noord - Realiseren Banne Noord 2e jaar (1e fase noorderbreedte),NE02,Banne-Noordoost,NE,Banne Buiksloot,GN18,Noord-West,N,Noord,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2026-09-08,,16,83,0,0,0,51,0,n.b.,n.b.,n.b.,n.b.,n.b.,150,150,2023-07-01,"SRID=28992;MULTIPOLYGON (((123417.6322568299 491949.2624009569, 123413.0956706541 491951.6281135863, 123408.8617406551 491951.3214395638, 123405.3178758124 491949.341314165, 123401.2022384833 491944.1380612787, 123399.1275831226 491938.9106003768, 123398.0012828426 491933.0317014071, 123398.2260175194 491924.5738320402, 123399.4748002193 491918.7798490382, 123401.4275358204 491914.5391170282, 123403.1045091186 491911.8579165422, 123406.4197210188 491908.9436790458, 123408.7258080212 491907.8162115599, 123412.396890785 491907.3476108859, 123417.7866916002 491909.6497207982, 123421.3879882911 491907.8463484591, 123424.5767304472 491907.492115617, 123429.9686630453 491910.1280315175, 123434.0850101618 491915.4425723162, 123436.0976220582 491920.5480490876, 123436.9314687711 491924.3258487258, 123437.1890071617 491932.6693589808, 123435.4638658341 491940.5804895621, 123432.5897158027 491946.4961406393, 123428.1196629063 491950.7529828097, 123422.4716370539 491951.6793111337, 123417.6322568299 491949.2624009569)))"
1103,Elzenhagen Zuid - Realisatie Villa 8 (10 marktwoningen),NG02,Elzenhagen-Zuid,NG,Elzenhagen,GN20,Noord-Oost,N,Noord,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2024-05-15,,0,0,0,0,0,26,0,n.b.,n.b.,n.b.,n.b.,n.b.,26,26,2023-07-01,"SRID=28992;MULTIPOLYGON (((123648.7763785411 490508.6387666916, 123635.7094419979 490476.5652761752, 123657.9216993662 490468.7576551446, 123671.1299424502 490500.5966415729, 123648.7763785411 490508.6387666916)))"
1108,Jacob Geelbuurt-oost  (plaberum fase 3  + ontw. Alliantie) - bouwen blok 3,FL03,Jacob Geelbuurt,FL,Slotervaart-Noord,GF10,Slotervaart,F,Nieuw-West,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2024-09-02,,94,0,0,0,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,94,94,2023-07-01,"SRID=28992;MULTIPOLYGON (((117225.4408296427 486083.182932577, 117144.5790440124 486081.9218837901, 117145.8501368472 486016.7085830583, 117227.1677612616 486015.9744631168, 117225.4408296427 486083.182932577)))"
1112,Overamstel/Amstelkwartier3efase_kavel10B,MQ05,Amstelkwartier-Noord,MQ,Omval/Overamstel,GM16,Watergraafsmeer,M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2026-02-23,,0,110,0,10,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,120,120,2023-07-01,"SRID=28992;MULTIPOLYGON (((122981.8278377435 483266.9401679889, 123028.7103308481 483286.430982068, 123006.6924176097 483337.5449728223, 122961.4326425442 483317.031315306, 122981.8278377435 483266.9401679889)))"
1113,Overamstel/Amstelkwartier 3e fase_kavel 12AB,MQ05,Amstelkwartier-Noord,MQ,Omval/Overamstel,GM16,Watergraafsmeer,M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2027-04-05,,0,64,0,41,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,105,105,2023-07-01,"SRID=28992;MULTIPOLYGON (((122833.5840509241 483182.1161442701, 122855.6846276167 483132.3471809351, 122917.3893184751 483156.4248836476, 122897.4713930159 483206.5131877039, 122833.5840509241 483182.1161442701)))"
