Id,Projectnaamafkorting,Buurtcode,Buurtnaam,Wijkcode,Wijknaam,Gebiedcode,Gebiednaam,Stadsdeelcode,Stadsdeelnaam,Zelfbouw,Socialehuurcorporatie,Plaberumpublicatie,Startbouwgepland,Startbouwgerealiseerd,Socialehuurzelfstperm,Middeldurehuur,Socialekoop,Vrijesectorhuur,Vrijesectorkoop,Vrijesectornb,Onbekend,Jongeren,Studenten,Shonzelfstenoftijdelijk,Onzelfstandig,Tijdelijk,Totaal,Totaalzelfstperm,Peildatum,Geometrie
10680,Nieuwe Meer Oost | Programma;Woningbouw 2027,FQ09,Riekerpolder,FQ,Sloten/Nieuw-Sloten,GF09,"De Aker, Sloten, Nieuw-Sloten",F,Nieuw-West,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2027-01-01,,99,99,0,0,0,50,0,n.b.,n.b.,n.b.,n.b.,n.b.,248,248,2023-07-01,"SRID=28992;MULTIPOLYGON (((117009.4600091291 484324.6914824234, 117025.3997418516 484324.7803110926, 117041.6335045479 484325.0004537079, 117104.3648080644 483700.1913971533, 117089.4712974579 483686.6085341836, 117082.9441638049 483680.6501369174, 117074.4723280951 483677.054441413, 117059.2936331962 483670.7285578498, 116993.6428429448 484324.5906351802, 117009.4600091291 484324.6914824234)))"
10681,Nieuwe Meer Oost | Programma;Woningbouw 2028,FQ09,Riekerpolder,FQ,Sloten/Nieuw-Sloten,GF09,"De Aker, Sloten, Nieuw-Sloten",F,Nieuw-West,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2028-01-03,,48,48,0,0,0,24,0,n.b.,n.b.,n.b.,n.b.,n.b.,120,120,2023-07-01,"SRID=28992;MULTIPOLYGON (((117287.7184318152 484326.8984504791, 117266.449185132 484326.7270938325, 117300.4608609167 483988.4338231302, 117309.3756219585 484005.5122533345, 117312.1211643979 484095.6076000178, 117287.7184318152 484326.8984504791)))"
10682,Nieuwe Meer Oost | Programma;Woningbouw 2029,FQ09,Riekerpolder,FQ,Sloten/Nieuw-Sloten,GF09,"De Aker, Sloten, Nieuw-Sloten",F,Nieuw-West,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2029-01-01,,48,48,0,0,0,24,0,n.b.,n.b.,n.b.,n.b.,n.b.,120,120,2023-07-01,"SRID=28992;MULTIPOLYGON (((117300.4608609167 483988.4338231302, 117266.449185132 484326.7270938325, 117238.0311306069 484326.4992123292, 117276.5316474503 483942.6626614677, 117300.4608609167 483988.4338231302)))"
10683,Nieuwe Meer Oost | Programma;Woningbouw 2030,FQ09,Riekerpolder,FQ,Sloten/Nieuw-Sloten,GF09,"De Aker, Sloten, Nieuw-Sloten",F,Nieuw-West,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2030-01-01,,50,50,0,0,0,25,0,n.b.,n.b.,n.b.,n.b.,n.b.,125,125,2023-07-01,"SRID=28992;MULTIPOLYGON (((117276.5316474503 483942.6626614677, 117238.0311306069 484326.4992123292, 117212.6180749912 484326.2485028252, 117255.2357898386 483901.7673020491, 117276.5316474503 483942.6626614677)))"
10684,Nieuwe Meer Oost | Programma;Woningbouw 2031,FQ09,Riekerpolder,FQ,Sloten/Nieuw-Sloten,GF09,"De Aker, Sloten, Nieuw-Sloten",F,Nieuw-West,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2031-01-01,,50,50,0,0,0,25,0,n.b.,n.b.,n.b.,n.b.,n.b.,125,125,2023-07-01,"SRID=28992;MULTIPOLYGON (((117255.2357898386 483901.7673020491, 117212.6180749912 484326.2485028252, 117189.3795544932 484326.092544969, 117235.7863314194 483864.4185065061, 117255.2357898386 483901.7673020491)))"
10690,Nieuwe Meer Oost | Programma;Woningbouw 2037,FQ09,Riekerpolder,FQ,Sloten/Nieuw-Sloten,GF09,"De Aker, Sloten, Nieuw-Sloten",F,Nieuw-West,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2037-01-01,,80,80,0,0,0,40,0,n.b.,n.b.,n.b.,n.b.,n.b.,200,200,2023-07-01,"SRID=28992;MULTIPOLYGON (((117167.6425113432 483757.6883295703, 117151.2398459961 483742.7816200251, 117092.7381824523 484325.3868373078, 117110.5926617203 484325.4612455115, 117128.9183342084 484325.6656274777, 117184.4563526511 483772.9034967964, 117167.6425113432 483757.6883295703)))"
10691,Nieuwe Meer Oost | Programma;Woningbouw 2038,FQ09,Riekerpolder,FQ,Sloten/Nieuw-Sloten,GF09,"De Aker, Sloten, Nieuw-Sloten",F,Nieuw-West,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2038-01-01,,80,80,0,0,0,40,0,n.b.,n.b.,n.b.,n.b.,n.b.,200,200,2023-07-01,"SRID=28992;MULTIPOLYGON (((117151.2398459961 483742.7816200251, 117092.7381824523 484325.3868373078, 117075.2915208705 484325.175839934, 117135.2485339681 483728.2056164215, 117151.2398459961 483742.7816200251)))"
10692,Nieuwe Meer Oost | Programma;Woningbouw 2039,FQ09,Riekerpolder,FQ,Sloten/Nieuw-Sloten,GF09,"De Aker, Sloten, Nieuw-Sloten",F,Nieuw-West,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2039-01-03,,80,80,0,0,0,40,0,n.b.,n.b.,n.b.,n.b.,n.b.,200,200,2023-07-01,"SRID=28992;MULTIPOLYGON (((117135.2485339681 483728.2056164215, 117075.2915208705 484325.175839934, 117058.2547269499 484325.0952777879, 117119.6627910283 483714.0938812481, 117135.2485339681 483728.2056164215)))"
10693,Nieuwe Meer Oost | Programma;Woningbouw 2040,FQ09,Riekerpolder,FQ,Sloten/Nieuw-Sloten,GF09,"De Aker, Sloten, Nieuw-Sloten",F,Nieuw-West,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2040-01-02,,80,80,0,0,0,40,0,n.b.,n.b.,n.b.,n.b.,n.b.,200,200,2023-07-01,"SRID=28992;MULTIPOLYGON (((117119.6627910283 483714.0938812481, 117058.2547269499 484325.0952777879, 117041.6335045479 484325.0004537079, 117104.3648080644 483700.1913971533, 117119.6627910283 483714.0938812481)))"
10708,Nieuwe Meer West | Programma;Woningbouw 2032,FQ08,Park Haagseweg,FQ,Sloten/Nieuw-Sloten,GF09,"De Aker, Sloten, Nieuw-Sloten",F,Nieuw-West,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2032-01-01,,59,59,0,0,0,30,0,n.b.,n.b.,n.b.,n.b.,n.b.,148,148,2023-07-01,"SRID=28992;MULTIPOLYGON (((116811.5459579865 483644.0304817565, 116772.0693562269 484037.4474357866, 116751.2136439388 484037.1638167831, 116790.7601114062 483643.3010654296, 116811.5459579865 483644.0304817565)))"
10709,Nieuwe Meer West | Programma;Woningbouw 2033,FQ08,Park Haagseweg,FQ,Sloten/Nieuw-Sloten,GF09,"De Aker, Sloten, Nieuw-Sloten",F,Nieuw-West,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2033-01-03,,36,36,0,0,0,17,0,n.b.,n.b.,n.b.,n.b.,n.b.,89,89,2023-07-01,"SRID=28992;MULTIPOLYGON (((116790.7601114062 483643.3010654296, 116751.2136439388 484037.1638167831, 116730.4192585719 484036.8798106806, 116769.9605416808 483642.5607158779, 116790.7601114062 483643.3010654296)))"
10725,Overamstel/Amstelkwartier 3e fase_kavel 13;13 Uitvoering bouw,MQ05,Amstelkwartier-Noord,MQ,Omval/Overamstel,GM16,Watergraafsmeer,M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2027-12-27,,100,0,0,0,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,100,100,2023-07-01,"SRID=28992;MULTIPOLYGON (((122988.8918510375 483241.0804274413, 123009.5101274894 483193.7696379089, 123056.9465027385 483214.5033273282, 123036.3209756191 483261.8028377257, 122988.8918510375 483241.0804274413)))"
10727,Overtoomse Veld                 ¯                ¿                ½Riekerhof;Uitvoering bouw,FM06,Johan Jongkindbuurt,FM,Overtoomse Veld,GF10,Slotervaart,F,Nieuw-West,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2025-01-08,,0,66,0,0,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,66,66,2023-07-01,"SRID=28992;MULTIPOLYGON (((117743.7786902289 485840.8062470815, 117734.5195377115 485840.6535900207, 117733.8239697816 485839.657422066, 117731.1672992206 485839.6774759656, 117730.7576480257 485840.4594491879, 117730.4247011766 485840.5732312578, 117724.7699222751 485840.5046533273, 117724.9894648051 485825.3704537562, 117664.5654642713 485824.7143378064, 117664.5360484412 485829.8329206129, 117659.6986943459 485829.7582355934, 117659.7801566306 485823.4153033304, 117659.0307526492 485823.409844414, 117659.3807277444 485795.8236864647, 117705.1575261392 485796.3678276467, 117704.9800145542 485809.8438068792, 117725.0855531694 485810.1259180122, 117725.1874312068 485796.5503692406, 117744.3249574083 485796.739725931, 117743.7786902289 485840.8062470815)))"
10737,Riekerpark | Programma;Woningbouw 2032,FP06,Riekerhaven,FP,Westlandgracht,GF10,Slotervaart,F,Nieuw-West,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2032-01-01,,54,54,0,0,0,27,0,n.b.,n.b.,n.b.,n.b.,n.b.,135,135,2023-07-01,"SRID=28992;MULTIPOLYGON (((117609.9660498975 483670.4130782009, 117544.9525287142 484317.2634989386, 117533.0866878462 484317.0196920774, 117597.924689183 483672.3957948405, 117601.4390667762 483667.584650995, 117609.9660498975 483670.4130782009)))"
10738,Riekerpark | Programma;Woningbouw 2033,FP06,Riekerhaven,FP,Westlandgracht,GF10,Slotervaart,F,Nieuw-West,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2033-01-03,,114,114,0,0,0,57,0,n.b.,n.b.,n.b.,n.b.,n.b.,285,285,2023-07-01,"SRID=28992;MULTIPOLYGON (((117621.519630027 483674.220032362, 117556.8796948235 484317.506869396, 117544.9525287142 484317.2634989386, 117609.9660498975 483670.4130782009, 117621.519630027 483674.220032362)))"
10739,Riekerpark | Programma;Woningbouw 2034,FP06,Riekerhaven,FP,Westlandgracht,GF10,Slotervaart,F,Nieuw-West,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2034-01-02,,136,136,0,0,0,68,0,n.b.,n.b.,n.b.,n.b.,n.b.,340,340,2023-07-01,"SRID=28992;MULTIPOLYGON (((117633.1353683871 483678.1378114952, 117568.8068594731 484317.750268655, 117556.8796948235 484317.506869396, 117621.519630027 483674.220032362, 117633.1353683871 483678.1378114952)))"
10740,Riekerpark | Programma;Woningbouw 2035,FP06,Riekerhaven,FP,Westlandgracht,GF10,Slotervaart,F,Nieuw-West,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2035-01-01,,76,76,0,0,0,38,0,n.b.,n.b.,n.b.,n.b.,n.b.,190,190,2023-07-01,"SRID=28992;MULTIPOLYGON (((117580.8703041903 484317.9926642295, 117592.9942314481 484318.1233627709, 117605.3302365152 484318.3637537864, 117667.4506895407 483700.6883541354, 117656.1892560867 483689.535378558, 117650.6270904832 483684.0140161308, 117644.8192376425 483682.0551025923, 117633.1353683871 483678.1378114952, 117568.8068594731 484317.750268655, 117580.8703041903 484317.9926642295)))"
10744,Riekerpark | Programma;Woningbouw 2039,FP06,Riekerhaven,FP,Westlandgracht,GF10,Slotervaart,F,Nieuw-West,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2039-01-03,,35,35,0,0,0,18,0,n.b.,n.b.,n.b.,n.b.,n.b.,88,88,2023-07-01,"SRID=28992;MULTIPOLYGON (((117471.7505827114 483848.044005207, 117424.7898356378 484315.0606938545, 117408.371242909 484314.7294297641, 117452.5912328516 483874.6714709253, 117471.7505827114 483848.044005207)))"
10745,Riekerpark | Programma;Woningbouw 2040,FP06,Riekerhaven,FP,Westlandgracht,GF10,Slotervaart,F,Nieuw-West,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2040-01-02,,35,35,0,0,0,17,0,n.b.,n.b.,n.b.,n.b.,n.b.,87,87,2023-07-01,"SRID=28992;MULTIPOLYGON (((117489.884351226 483822.7484981092, 117471.7505827114 483848.044005207, 117424.7898356378 484315.0606938545, 117440.4042795278 484315.3870008581, 117455.2615122258 484315.60784475, 117469.4373351842 484315.8339111466, 117483.0688752418 484316.1754210029, 117496.2225826872 484316.4093283532, 117554.9645643377 483732.2497924268, 117539.6550873959 483753.5068452045, 117523.7391618777 483775.6586950049, 117507.2168047485 483798.7053478311, 117489.884351226 483822.7484981092)))"
10750,Riekerpark | Programma;Woningbouw 2045,FP06,Riekerhaven,FP,Westlandgracht,GF10,Slotervaart,F,Nieuw-West,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2045-01-02,,115,115,0,0,0,58,0,n.b.,n.b.,n.b.,n.b.,n.b.,288,288,2023-07-01,"SRID=28992;MULTIPOLYGON (((117569.74085433 483711.6644390482, 117554.9645643377 483732.2497924268, 117496.2225826872 484316.4093283532, 117508.8993030497 484316.646891402, 117521.2353179676 484316.8870723392, 117533.0866878462 484317.0196920774, 117597.924689183 483672.3957948405, 117584.0316491595 483691.750418856, 117569.74085433 483711.6644390482)))"
10754,Schinkelhaven | Programma;Woningbouw 2026,KA06,Bedrijventerrein Schinkel,KA,Hoofddorppleinbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2026-01-01,,60,60,0,0,0,29,0,n.b.,n.b.,n.b.,n.b.,n.b.,149,149,2023-07-01,"SRID=28992;MULTIPOLYGON (((118092.7734099725 483561.9676979581, 118020.7866592044 484277.2932185405, 118006.33986793 484277.2901347099, 118078.3313432875 483561.9643480089, 118092.7734099725 483561.9676979581)))"
10755,Schinkelhaven | Programma;Woningbouw 2027,KA06,Bedrijventerrein Schinkel,KA,Hoofddorppleinbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2027-01-01,,60,60,0,0,0,29,0,n.b.,n.b.,n.b.,n.b.,n.b.,149,149,2023-07-01,"SRID=28992;MULTIPOLYGON (((118078.3313432875 483561.9643480089, 118006.33986793 484277.2901347099, 117991.8181207821 484277.2876547741, 118063.8143098725 483561.9616008081, 118078.3313432875 483561.9643480089)))"
10756,Schinkelhaven | Programma;Woningbouw 2028,KA06,Bedrijventerrein Schinkel,KA,Hoofddorppleinbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2028-01-03,,60,59,0,0,0,30,0,n.b.,n.b.,n.b.,n.b.,n.b.,149,149,2023-07-01,"SRID=28992;MULTIPOLYGON (((118063.8143098725 483561.9616008081, 117991.8181207821 484277.2876547741, 117977.371328648 484277.284655698, 118049.3654272089 483561.9583865256, 118063.8143098725 483561.9616008081)))"
10757,Schinkelhaven | Programma;Woningbouw 2029,KA06,Bedrijventerrein Schinkel,KA,Hoofddorppleinbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2029-01-01,,60,60,0,0,0,30,0,n.b.,n.b.,n.b.,n.b.,n.b.,150,150,2023-07-01,"SRID=28992;MULTIPOLYGON (((118049.3654272089 483561.9583865256, 117977.371328648 484277.284655698, 117962.8563947708 484277.2822098646, 118034.8415778142 483561.9557754618, 118049.3654272089 483561.9583865256)))"
10758,Schinkelhaven | Programma;Woningbouw 2030,KA06,Bedrijventerrein Schinkel,KA,Hoofddorppleinbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2030-01-01,,59,60,0,0,0,30,0,n.b.,n.b.,n.b.,n.b.,n.b.,149,149,2023-07-01,"SRID=28992;MULTIPOLYGON (((118203.1973692686 484277.2772224848, 118170.4265564468 484277.2989396174, 118216.1127772081 483823.6406076626, 118216.0646322751 484164.0104310913, 118203.1973692686 484277.2772224848)))"
10759,Schinkelhaven | Programma;Woningbouw 2031,KA06,Bedrijventerrein Schinkel,KA,Hoofddorppleinbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2031-01-01,,60,59,0,0,0,30,0,n.b.,n.b.,n.b.,n.b.,n.b.,149,149,2023-07-01,"SRID=28992;MULTIPOLYGON (((118216.1127772081 483823.6406076626, 118170.4265564468 484277.2989396174, 118151.4891743969 484277.31779138, 118216.076418306 483635.7089551931, 118216.1127772081 483823.6406076626)))"
10760,Schinkelhaven | Programma;Woningbouw 2032,KA06,Bedrijventerrein Schinkel,KA,Hoofddorppleinbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2032-01-01,,59,60,0,0,0,30,0,n.b.,n.b.,n.b.,n.b.,n.b.,149,149,2023-07-01,"SRID=28992;MULTIPOLYGON (((118216.076418306 483635.7089551931, 118151.4891743969 484277.31779138, 118136.6267250219 484277.3174274334, 118208.6362249802 483561.8823196764, 118216.0655319264 483561.9382631284, 118216.076418306 483635.7089551931)))"
10761,Schinkelhaven | Programma;Woningbouw 2033,KA06,Bedrijventerrein Schinkel,KA,Hoofddorppleinbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2033-01-03,,60,60,0,0,0,30,0,n.b.,n.b.,n.b.,n.b.,n.b.,150,150,2023-07-01,"SRID=28992;MULTIPOLYGON (((118194.1873462975 483561.878681688, 118179.6771311223 483561.8755431299, 118107.6650076184 484277.3111331535, 118122.1731230588 484277.3140555503, 118136.6267250219 484277.3174274334, 118208.6362249802 483561.8823196764, 118194.1873462975 483561.878681688)))"
10762,Schinkelhaven | Programma;Woningbouw 2034,KA06,Bedrijventerrein Schinkel,KA,Hoofddorppleinbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2034-01-02,,60,59,0,0,0,30,0,n.b.,n.b.,n.b.,n.b.,n.b.,149,149,2023-07-01,"SRID=28992;MULTIPOLYGON (((117976.9165538893 483561.9444814514, 117904.9261234588 484277.2718808373, 117890.486142879 484277.2690847913, 117962.4744837645 483561.9414703038, 117976.9165538893 483561.9444814514)))"
10763,Schinkelhaven | Programma;Woningbouw 2035,KA06,Bedrijventerrein Schinkel,KA,Hoofddorppleinbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2035-01-01,,59,60,0,0,0,30,0,n.b.,n.b.,n.b.,n.b.,n.b.,149,149,2023-07-01,"SRID=28992;MULTIPOLYGON (((117962.4744837645 483561.9414703038, 117890.486142879 484277.2690847913, 117882.9974122925 484277.3253563303, 117882.982975361 484203.7659682793, 117947.6030607401 483561.941721697, 117962.4744837645 483561.9414703038)))"
10764,Schinkelhaven | Programma;Woningbouw 2036,KA06,Bedrijventerrein Schinkel,KA,Hoofddorppleinbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2036-01-01,,20,20,0,0,0,10,0,n.b.,n.b.,n.b.,n.b.,n.b.,50,50,2023-07-01,"SRID=28992;MULTIPOLYGON (((117947.6030607401 483561.941721697, 117882.982975361 484203.7659682793, 117883.0010855242 484015.7335164883, 117928.6630114727 483561.9725482169, 117947.6030607401 483561.941721697)))"
10765,Schinkelhaven | Programma;Woningbouw 2037,FP06,Riekerhaven,FP,Westlandgracht,GF10,Slotervaart,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2037-01-01,,20,20,0,0,0,10,0,n.b.,n.b.,n.b.,n.b.,n.b.,50,50,2023-07-01,"SRID=28992;MULTIPOLYGON (((117883.0010855242 484015.7335164883, 117882.9923949994 483561.9816789103, 117928.6630114727 483561.9725482169, 117883.0010855242 484015.7335164883)))"
10766,Schinkelhaven | Programma;Woningbouw 2038,KA06,Bedrijventerrein Schinkel,KA,Hoofddorppleinbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2038-01-01,,20,20,0,0,0,10,0,n.b.,n.b.,n.b.,n.b.,n.b.,50,50,2023-07-01,"SRID=28992;MULTIPOLYGON (((118165.2222660687 483561.9833026297, 118150.7119673642 483561.9691229846, 118136.2630872509 483561.9656544618, 118064.2564989382 484277.3017554629, 118078.6964743612 484277.3050596855, 118093.2250330561 484277.3077442105, 118107.6650076184 484277.3111331535, 118179.6771311223 483561.8755431299, 118165.2222660687 483561.9833026297)))"
10767,Schinkelhaven | Programma;Woningbouw 2039,KA06,Bedrijventerrein Schinkel,KA,Hoofddorppleinbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2039-01-03,,20,19,0,0,0,10,0,n.b.,n.b.,n.b.,n.b.,n.b.,49,49,2023-07-01,"SRID=28992;MULTIPOLYGON (((118136.2630872509 483561.9656544618, 118064.2564989382 484277.3017554629, 118049.7483817746 484277.2990032408, 118121.7461385858 483561.9738631651, 118136.2630872509 483561.9656544618)))"
10768,Schinkelhaven | Programma;Woningbouw 2040,KA06,Bedrijventerrein Schinkel,KA,Hoofddorppleinbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2040-01-02,,20,20,0,0,0,10,0,n.b.,n.b.,n.b.,n.b.,n.b.,50,50,2023-07-01,"SRID=28992;MULTIPOLYGON (((118121.7461385858 483561.9738631651, 118049.7483817746 484277.2990032408, 118035.2947772291 484277.2958856703, 118107.3040727618 483561.9704284925, 118121.7461385858 483561.9738631651)))"
10769,Schinkelhaven | Programma;Woningbouw 2041,KA06,Bedrijventerrein Schinkel,KA,Hoofddorppleinbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2041-01-01,,20,20,0,0,0,10,0,n.b.,n.b.,n.b.,n.b.,n.b.,50,50,2023-07-01,"SRID=28992;MULTIPOLYGON (((118107.3040727618 483561.9704284925, 118035.2947772291 484277.2958856703, 118020.7866592044 484277.2932185405, 118092.7734099725 483561.9676979581, 118107.3040727618 483561.9704284925)))"
10770,Schinkelhaven | Programma;Woningbouw 2042,KA06,Bedrijventerrein Schinkel,KA,Hoofddorppleinbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2042-01-01,,20,20,0,0,0,10,0,n.b.,n.b.,n.b.,n.b.,n.b.,50,50,2023-07-01,"SRID=28992;MULTIPOLYGON (((118034.8415778142 483561.9557754618, 117962.8563947708 484277.2822098646, 117948.4096017772 484277.2792955234, 118020.3926942903 483561.9526459428, 118034.8415778142 483561.9557754618)))"
10771,Schinkelhaven | Programma;Woningbouw 2043,KA06,Bedrijventerrein Schinkel,KA,Hoofddorppleinbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2043-01-01,,19,20,0,0,0,10,0,n.b.,n.b.,n.b.,n.b.,n.b.,49,49,2023-07-01,"SRID=28992;MULTIPOLYGON (((118020.3926942903 483561.9526459428, 117948.4096017772 484277.2792955234, 117933.9014811713 484277.2768836882, 118005.8824742712 483561.9500180125, 118020.3926942903 483561.9526459428)))"
10772,Schinkelhaven | Programma;Woningbouw 2044,KA06,Bedrijventerrein Schinkel,KA,Hoofddorppleinbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2044-01-01,,20,20,0,0,0,10,0,n.b.,n.b.,n.b.,n.b.,n.b.,50,50,2023-07-01,"SRID=28992;MULTIPOLYGON (((118005.8824742712 483561.9500180125, 117933.9014811713 484277.2768836882, 117919.4478731874 484277.2741052197, 117991.4335898873 483561.9469732142, 118005.8824742712 483561.9500180125)))"
10773,Schinkelhaven | Programma;Woningbouw 2045,KA06,Bedrijventerrein Schinkel,KA,Hoofddorppleinbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2045-01-02,,20,20,0,0,0,10,0,n.b.,n.b.,n.b.,n.b.,n.b.,50,50,2023-07-01,"SRID=28992;MULTIPOLYGON (((117991.4335898873 483561.9469732142, 117919.4478731874 484277.2741052197, 117904.9261234588 484277.2718808373, 117976.9165538893 483561.9444814514, 117991.4335898873 483561.9469732142)))"
10776,Sloterdijk Centrum Kavel 16 Naritaweg 211;Naritaweg 211 realisatie ( Beoogd programma GREX),FA08,Sloterdijk Stationskwartier,FA,Sloterdijk Nieuw-West,GF06,Sloterdijk Nieuw-West,F,Nieuw-West,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2028-01-04,,26,27,0,0,13,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,66,66,2023-07-01,"SRID=28992;MULTIPOLYGON (((117209.5559741239 489006.3563357312, 117207.3707324623 489006.3730770245, 117207.3920429112 489009.1546501745, 117221.9679722278 489009.1542706905, 117221.9426013849 489024.5096498182, 117207.6449758682 489024.3966282011, 117207.6662862645 489027.1782014469, 117170.7598485853 489027.1272815254, 117170.8514294281 489011.5488537989, 117196.3748252127 489011.5757272827, 117196.4028259288 489006.3458481086, 117194.2303467478 489006.2512279591, 117194.2795083036 488994.0112108075, 117209.5838984707 488994.0052123442, 117209.5559741239 489006.3563357312)))"
10777,Sloterdijk Centrum Kavel 20 Naritaweg 175-177;Naritaweg 175-177: realisatie (Beoogd programma GREX),FA08,Sloterdijk Stationskwartier,FA,Sloterdijk Nieuw-West,GF06,Sloterdijk Nieuw-West,F,Nieuw-West,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2028-01-04,,28,28,0,0,14,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,70,70,2023-07-01,"SRID=28992;MULTIPOLYGON (((117222.3535756767 488927.9357495584, 117206.9654982394 488927.7086816832, 117204.4602591203 488927.7278754996, 117204.4551563371 488927.9504534807, 117189.5454085035 488927.9534409766, 117189.7082672316 488895.9065937648, 117222.3216935191 488896.2130782161, 117222.3535756767 488927.9357495584)))"
10778,Sloterdijk Centrum Kavel 22 Naritaweg 163;Naritaweg 127 realisatie (Beoogd programma GREX),FA08,Sloterdijk Stationskwartier,FA,Sloterdijk Nieuw-West,GF06,Sloterdijk Nieuw-West,F,Nieuw-West,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2028-01-04,,44,44,0,0,22,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,110,110,2023-07-01,"SRID=28992;MULTIPOLYGON (((117204.4323835391 488879.6596928188, 117204.4214105895 488880.0047121249, 117189.251884066 488879.8872930313, 117189.3985595176 488846.6166090089, 117208.0537104335 488846.6961986018, 117207.9975653162 488848.2544006456, 117211.266173465 488848.3406308441, 117211.3214673206 488846.6711659463, 117252.7096531703 488846.7993767628, 117253.0508958494 488846.9080350788, 117252.9947365252 488848.4662365806, 117256.2692999953 488848.4411816146, 117256.3253752261 488846.8718538591, 117262.3163476275 488846.8371472426, 117262.2237277285 488880.118537669, 117247.1222825091 488880.0004197898, 117247.1009126809 488859.4157407739, 117244.253559199 488861.8854594186, 117211.2944152465 488861.8040148372, 117207.3518432124 488861.7229478984, 117204.4125404714 488859.2975393943, 117204.4323835391 488879.6596928188)))"
